date,wind direction at 100m (deg),wind speed at 100m (m/s),air temperature at 2m (K),surface air pressure (Pa),density at hub height (kg/m^3),OT
2012/2/16 3:40,206.51,4.08,276.264,102000.76,1.268,0.127
2012/2/16 3:45,204.911,4.086,276.3,101998.008,1.267,0.127
2012/2/16 3:50,202.879,4.037,276.334,101992.512,1.267,0.119
2012/2/16 3:55,201.143,3.961,276.386,101986.112,1.266,0.106
2012/2/16 4:00,201.264,3.936,276.429,101981.528,1.265,0.104
2012/2/16 4:05,204.632,3.869,276.453,101977.864,1.265,0.097
2012/2/16 4:10,208.85,3.802,276.459,101977.864,1.265,0.091
2012/2/16 4:15,209.685,3.763,276.465,101977.864,1.265,0.087
2012/2/16 4:20,207.773,3.708,276.483,101976.04,1.265,0.082
2012/2/16 4:25,206.317,3.656,276.52,101967.8,1.265,0.077
2012/2/16 4:30,207.702,3.592,276.569,101964.136,1.265,0.07
2012/2/16 4:35,214.486,3.802,276.624,101965.056,1.265,0.091
2012/2/16 4:40,215.772,3.705,276.657,101959.56,1.265,0.081
2012/2/16 4:45,217.298,3.439,276.691,101951.32,1.265,0.056
2012/2/16 4:50,220.534,3.531,276.7,101947.656,1.266,0.065
2012/2/16 4:55,221.507,3.463,276.709,101943.08,1.266,0.058
2012/2/16 5:00,225.819,3.61,276.718,101949.488,1.266,0.072
2012/2/16 5:05,228.104,3.525,276.718,101949.488,1.266,0.064
2012/2/16 5:10,227.95,3.25,276.712,101941.248,1.266,0.038
2012/2/16 5:15,228.521,3.427,276.715,101935.752,1.266,0.055
2012/2/16 5:20,228.714,3.909,276.709,101941.248,1.267,0.101
2012/2/16 5:25,226.489,3.793,276.694,101937.584,1.267,0.09
2012/2/16 5:30,223.342,3.601,276.703,101933.008,1.267,0.071
2012/2/16 5:35,223.007,3.61,276.718,101933.92,1.267,0.072
2012/2/16 5:40,223.853,3.61,276.728,101930.256,1.267,0.072
2012/2/16 5:45,225.517,3.582,276.718,101924.768,1.268,0.07
2012/2/16 5:50,226.171,3.592,276.709,101920.184,1.268,0.071
2012/2/16 5:55,227.028,3.949,276.682,101921.104,1.269,0.105
2012/2/16 6:00,228.181,4.01,276.636,101920.184,1.269,0.115
2012/2/16 6:05,231.225,4.19,276.59,101919.272,1.269,0.145
2012/2/16 6:10,234.295,4.672,276.535,101922.024,1.269,0.225
2012/2/16 6:15,234.861,5.114,276.49,101921.104,1.269,0.31
2012/2/16 6:20,235.207,5.819,276.468,101922.024,1.269,0.475
2012/2/16 6:25,234.701,6.006,276.499,101917.448,1.268,0.524
2012/2/16 6:30,232.065,6.36,276.575,101912.864,1.266,0.633
2012/2/16 6:35,231.85,6.424,276.682,101909.2,1.266,0.652
2012/2/16 6:40,232.268,6.909,276.798,101910.12,1.266,0.802
2012/2/16 6:45,231.147,7.101,277.027,101910.12,1.265,0.875
2012/2/16 6:50,228.653,7.083,277.252,101902.8,1.263,0.866
2012/2/16 6:55,226.379,7.172,277.466,101895.472,1.262,0.9
2012/2/16 7:00,225.017,7.428,277.591,101896.384,1.262,0.999
2012/2/16 7:05,221.485,7.565,277.689,101898.216,1.262,1.052
2012/2/16 7:10,214.767,7.123,277.747,101895.472,1.261,0.88
2012/2/16 7:15,210.768,6.79,277.744,101894.552,1.261,0.763
2012/2/16 7:20,209.625,6.644,277.704,101898.216,1.262,0.718
2012/2/16 7:25,207.164,6.503,277.671,101899.136,1.262,0.675
2012/2/16 7:30,204.895,6.338,277.655,101896.384,1.262,0.624
2012/2/16 7:35,203.752,6.171,277.652,101890.888,1.262,0.572
2012/2/16 7:40,203.791,6.225,277.677,101888.152,1.261,0.589
2012/2/16 7:45,203.39,6.424,277.719,101889.976,1.261,0.65
2012/2/16 7:50,202.127,6.619,277.793,101890.888,1.262,0.71
2012/2/16 7:55,200.556,6.906,277.841,101894.552,1.263,0.799
2012/2/16 8:00,199.452,7.144,277.884,101899.136,1.263,0.89
2012/2/16 8:05,197.908,7.269,277.939,101901.872,1.264,0.939
2012/2/16 8:10,197.199,7.391,277.933,101911.032,1.264,0.987
2012/2/16 8:15,197.551,7.367,277.887,101915.608,1.265,0.978
2012/2/16 8:20,196.661,7.068,277.829,101918.36,1.265,0.862
2012/2/16 8:25,192.052,6.839,277.719,101920.184,1.266,0.781
2012/2/16 8:30,187.751,6.714,277.597,101924.768,1.267,0.742
2012/2/16 8:35,185.323,6.454,277.509,101925.68,1.267,0.662
2012/2/16 8:40,184.603,6.497,277.469,101928.432,1.267,0.676
2012/2/16 8:45,183.669,6.582,277.448,101930.256,1.267,0.702
2012/2/16 8:50,182.763,6.543,277.436,101928.432,1.267,0.69
2012/2/16 8:55,182.049,6.25,277.42,101923.848,1.268,0.599
2012/2/16 9:00,182.823,5.902,277.402,101919.272,1.267,0.494
2012/2/16 9:05,185.487,5.893,277.417,101921.112,1.267,0.492
2012/2/16 9:10,186.378,6.122,277.451,101926.6,1.267,0.56
2012/2/16 9:15,184.813,6.308,277.488,101924.768,1.267,0.617
2012/2/16 9:20,184.455,6.39,277.503,101919.272,1.267,0.643
2012/2/16 9:25,187.103,6.348,277.515,101915.608,1.267,0.629
2012/2/16 9:30,190.415,6.375,277.527,101911.032,1.267,0.638
2012/2/16 9:35,191.503,6.375,277.594,101905.536,1.266,0.638
2012/2/16 9:40,191.234,6.506,277.61,101905.536,1.266,0.678
2012/2/16 9:45,191.904,6.567,277.628,101903.712,1.266,0.697
2012/2/16 9:50,192.415,6.497,277.695,101898.216,1.266,0.675
2012/2/16 9:55,193.244,6.579,277.723,101895.472,1.266,0.7
2012/2/16 10:00,191.959,6.622,277.744,101893.64,1.266,0.714
2012/2/16 10:05,188.147,6.546,277.851,101894.552,1.266,0.69
2012/2/16 10:10,184.647,6.497,277.875,101894.552,1.266,0.675
2012/2/16 10:15,185.641,6.433,277.903,101896.384,1.266,0.655
2012/2/16 10:20,189.014,6.427,278.003,101895.472,1.266,0.653
2012/2/16 10:25,189.426,6.436,278.061,101891.808,1.266,0.656
2012/2/16 10:30,186.57,6.442,278.138,101892.72,1.265,0.658
2012/2/16 10:35,183.236,6.244,278.217,101889.064,1.265,0.596
2012/2/16 10:40,181.45,5.939,278.315,101886.312,1.264,0.502
2012/2/16 10:45,181.571,5.752,278.418,101882.648,1.264,0.458
2012/2/16 10:50,182.0,5.725,278.632,101876.24,1.263,0.451
2012/2/16 10:55,181.956,5.713,278.748,101872.576,1.263,0.448
2012/2/16 11:00,182.203,5.719,278.858,101868.0,1.262,0.45
2012/2/16 11:05,183.054,5.807,279.056,101865.256,1.262,0.47
2012/2/16 11:10,183.917,5.96,279.175,101858.84,1.261,0.507
2012/2/16 11:15,184.724,6.134,279.285,101855.184,1.261,0.56
2012/2/16 11:20,185.872,6.326,279.416,101849.688,1.26,0.619
2012/2/16 11:25,187.558,6.512,279.523,101844.192,1.26,0.676
2012/2/16 11:30,189.179,6.686,279.615,101839.616,1.259,0.73
2012/2/16 11:35,190.349,6.845,279.703,101837.792,1.259,0.778
2012/2/16 11:40,191.118,6.958,279.773,101836.872,1.259,0.815
2012/2/16 11:45,191.777,6.991,279.822,101835.04,1.258,0.828
2012/2/16 11:50,192.398,6.988,279.868,101835.04,1.258,0.826
2012/2/16 11:55,192.92,7.016,279.908,101835.96,1.258,0.837
2012/2/16 12:00,193.326,7.04,279.956,101835.04,1.258,0.846
2012/2/16 12:05,193.755,7.077,280.014,101831.384,1.258,0.86
2012/2/16 12:10,194.2,7.107,280.075,101832.296,1.257,0.872
2012/2/16 12:15,194.788,7.174,280.14,101833.208,1.257,0.898
2012/2/16 12:20,195.414,7.309,280.194,101838.704,1.257,0.949
2012/2/16 12:25,196.046,7.471,280.262,101840.528,1.257,1.012
2012/2/16 12:30,196.496,7.663,280.32,101839.616,1.257,1.086
2012/2/16 12:35,196.76,7.828,280.368,101838.704,1.256,1.15
2012/2/16 12:40,196.936,7.941,280.408,101839.616,1.256,1.193
2012/2/16 12:45,196.985,7.977,280.442,101838.704,1.256,1.207
2012/2/16 12:50,197.199,7.953,280.487,101839.616,1.256,1.198
2012/2/16 12:55,197.512,7.919,280.533,101839.616,1.256,1.185
2012/2/16 13:00,197.611,7.913,280.579,101838.704,1.256,1.182
2012/2/16 13:05,197.397,7.904,280.619,101839.616,1.255,1.178
2012/2/16 13:10,197.216,7.913,280.664,101835.04,1.255,1.182
2012/2/16 13:15,197.21,7.947,280.713,101832.296,1.255,1.195
2012/2/16 13:20,197.287,8.026,280.762,101831.384,1.255,1.225
2012/2/16 13:25,197.414,8.114,280.82,101829.544,1.254,1.258
2012/2/16 13:30,197.573,8.163,280.872,101831.384,1.254,1.277
2012/2/16 13:35,197.716,8.154,280.845,101831.384,1.254,1.273
2012/2/16 13:40,198.034,8.108,280.878,101833.208,1.254,1.256
2012/2/16 13:45,198.397,8.075,280.912,101834.128,1.254,1.243
2012/2/16 13:50,198.705,8.029,280.829,101836.872,1.254,1.225
2012/2/16 13:55,198.946,8.047,280.838,101838.704,1.254,1.232
2012/2/16 14:00,199.292,8.121,280.854,101835.04,1.254,1.26
2012/2/16 14:05,199.677,8.206,280.848,101830.472,1.253,1.293
2012/2/16 14:10,199.842,8.203,280.841,101824.968,1.253,1.291
2012/2/16 14:15,199.957,8.142,280.832,101824.968,1.253,1.268
2012/2/16 14:20,199.891,7.989,280.768,101824.056,1.253,1.21
2012/2/16 14:25,199.715,7.773,280.747,101823.144,1.253,1.126
2012/2/16 14:30,199.512,7.556,280.735,101825.888,1.254,1.042
2012/2/16 14:35,199.331,7.3,280.658,101827.72,1.254,0.943
2012/2/16 14:40,199.506,7.104,280.631,101829.544,1.254,0.868
2012/2/16 14:45,199.699,6.982,280.613,101831.384,1.254,0.821
2012/2/16 14:50,199.951,6.903,280.549,101831.384,1.254,0.793
2012/2/16 14:55,200.418,6.863,280.53,101832.296,1.254,0.781
2012/2/16 15:00,201.248,6.808,280.497,101827.72,1.254,0.764
2012/2/16 15:05,201.967,6.772,280.442,101826.808,1.254,0.753
2012/2/16 15:10,202.5,6.723,280.411,101824.968,1.254,0.738
2012/2/16 15:15,202.923,6.662,280.393,101824.968,1.254,0.719
2012/2/16 15:20,203.5,6.625,280.368,101823.144,1.254,0.708
2012/2/16 15:25,204.028,6.549,280.353,101823.144,1.254,0.685
2012/2/16 15:30,204.665,6.485,280.344,101823.144,1.254,0.665
2012/2/16 15:35,205.027,6.415,280.326,101824.968,1.254,0.643
2012/2/16 15:40,205.423,6.317,280.323,101825.888,1.254,0.613
2012/2/16 15:45,205.873,6.241,280.317,101826.808,1.254,0.59
2012/2/16 15:50,206.181,6.146,280.298,101826.808,1.254,0.561
2012/2/16 15:55,206.472,6.039,280.301,101829.544,1.254,0.528
2012/2/16 16:00,206.565,5.975,280.314,101830.472,1.254,0.508
2012/2/16 16:05,206.763,5.929,280.317,101833.208,1.254,0.496
2012/2/16 16:10,207.23,5.929,280.329,101835.96,1.254,0.496
2012/2/16 16:15,207.51,5.948,280.338,101838.704,1.254,0.5
2012/2/16 16:20,207.56,5.914,280.332,101840.536,1.254,0.492
2012/2/16 16:25,207.477,5.865,280.329,101843.28,1.254,0.481
2012/2/16 16:30,207.51,5.847,280.32,101846.032,1.254,0.477
2012/2/16 16:35,207.982,5.85,280.295,101848.776,1.254,0.477
2012/2/16 16:40,208.427,5.865,280.28,101851.52,1.254,0.481
2012/2/16 16:45,208.658,5.88,280.262,101854.272,1.254,0.484
2012/2/16 16:50,208.609,5.902,280.243,101858.848,1.254,0.49
2012/2/16 16:55,208.653,5.908,280.222,101860.68,1.255,0.491
2012/2/16 17:00,208.592,5.911,280.201,101862.504,1.255,0.492
2012/2/16 17:05,208.416,5.868,280.179,101866.168,1.255,0.482
2012/2/16 17:10,208.098,5.752,280.164,101868.0,1.255,0.455
2012/2/16 17:15,207.647,5.56,280.146,101870.752,1.255,0.41
2012/2/16 17:20,207.367,5.374,280.127,101874.416,1.255,0.367
2012/2/16 17:25,207.977,5.194,280.109,101876.24,1.255,0.325
2012/2/16 17:30,208.29,4.971,280.091,101875.328,1.255,0.273
2012/2/16 17:35,208.828,4.825,280.069,101876.24,1.255,0.248
2012/2/16 17:40,209.954,4.767,280.048,101875.328,1.255,0.238
2012/2/16 17:45,209.867,4.742,280.033,101876.24,1.255,0.234
2012/2/16 17:50,209.416,4.751,280.017,101874.416,1.255,0.235
2012/2/16 17:55,209.301,4.742,280.005,101873.504,1.255,0.234
2012/2/16 18:00,209.466,4.703,279.993,101873.504,1.256,0.227
2012/2/16 18:05,209.455,4.577,279.972,101870.752,1.256,0.207
2012/2/16 18:10,209.037,4.461,279.953,101871.664,1.256,0.187
2012/2/16 18:15,208.257,4.275,279.932,101869.832,1.256,0.157
2012/2/16 18:20,206.884,4.016,279.911,101868.0,1.256,0.114
2012/2/16 18:25,204.879,3.759,279.889,101867.088,1.256,0.086
2012/2/16 18:30,202.248,3.616,279.868,101867.088,1.256,0.072
2012/2/16 18:35,201.347,3.668,279.856,101868.92,1.256,0.077
2012/2/16 18:40,200.314,3.756,279.84,101868.0,1.256,0.085
2012/2/16 18:45,201.862,3.912,279.828,101868.92,1.256,0.1
2012/2/16 18:50,202.592,3.952,279.822,101869.832,1.256,0.104
2012/2/16 18:55,200.945,3.796,279.822,101869.832,1.256,0.089
2012/2/16 19:00,199.5,3.765,279.822,101868.92,1.256,0.086
2012/2/16 19:05,199.561,3.875,279.831,101868.92,1.256,0.097
2012/2/16 19:10,199.253,3.939,279.84,101868.0,1.256,0.103
2012/2/16 19:15,198.55,3.982,279.847,101868.92,1.256,0.108
2012/2/16 19:20,197.326,4.0,279.847,101868.0,1.256,0.111
2012/2/16 19:25,196.024,4.007,279.844,101868.0,1.256,0.112
2012/2/16 19:30,194.634,4.007,279.84,101868.0,1.256,0.112
2012/2/16 19:35,193.151,3.997,279.831,101868.0,1.256,0.111
2012/2/16 19:40,191.663,4.01,279.828,101868.0,1.256,0.113
2012/2/16 19:45,190.751,4.034,279.819,101866.168,1.256,0.117
2012/2/16 19:50,190.141,4.043,279.81,101864.344,1.256,0.118
2012/2/16 19:55,189.372,4.049,279.804,101866.168,1.256,0.119
2012/2/16 20:00,188.251,4.028,279.801,101868.0,1.256,0.116
2012/2/16 20:05,186.905,4.007,279.798,101870.752,1.256,0.112
2012/2/16 20:10,185.498,3.988,279.795,101875.328,1.256,0.109
2012/2/16 20:15,183.73,3.97,279.795,101878.08,1.256,0.106
2012/2/16 20:20,181.846,3.958,279.792,101879.904,1.256,0.105
2012/2/16 20:25,180.226,3.964,279.792,101881.736,1.256,0.105
2012/2/16 20:30,179.517,3.939,279.792,101885.4,1.256,0.103
2012/2/16 20:35,179.369,3.888,279.792,101883.568,1.256,0.098
2012/2/16 20:40,179.44,3.824,279.795,101884.488,1.256,0.092
2012/2/16 20:45,179.687,3.747,279.795,101888.152,1.256,0.085
2012/2/16 20:50,179.989,3.668,279.786,101887.224,1.256,0.077
2012/2/16 20:55,180.132,3.601,279.779,101888.152,1.256,0.07
2012/2/16 21:00,179.967,3.528,279.776,101889.976,1.256,0.063
2012/2/16 21:05,179.099,3.457,279.773,101891.808,1.256,0.057
2012/2/16 21:10,178.001,3.354,279.773,101893.64,1.256,0.047
2012/2/16 21:15,176.726,3.277,279.776,101895.472,1.256,0.039
2012/2/16 21:20,175.216,3.201,279.779,101894.552,1.256,0.032
2012/2/16 21:25,172.425,3.112,279.783,101896.384,1.256,0.024
2012/2/16 21:30,169.388,3.039,279.786,101896.384,1.256,0.017
2012/2/16 21:35,166.943,3.018,279.789,101895.472,1.256,0.014
2012/2/16 21:40,165.07,3.042,279.789,101894.552,1.256,0.017
2012/2/16 21:45,163.96,3.085,279.798,101894.552,1.256,0.021
2012/2/16 21:50,163.631,3.14,279.807,101894.552,1.255,0.026
2012/2/16 21:55,163.4,3.204,279.819,101894.552,1.255,0.032
2012/2/16 22:00,162.779,3.256,279.837,101896.384,1.255,0.037
2012/2/16 22:05,163.367,3.277,279.853,101896.384,1.255,0.039
2012/2/16 22:10,163.394,3.274,279.865,101897.304,1.255,0.039
2012/2/16 22:15,163.636,3.268,279.874,101900.048,1.255,0.038
2012/2/16 22:20,164.048,3.238,279.883,101899.136,1.255,0.036
2012/2/16 22:25,165.163,3.219,279.886,101899.136,1.255,0.034
2012/2/16 22:30,166.503,3.189,279.889,101900.96,1.255,0.031
2012/2/16 22:35,168.157,3.158,279.889,101900.96,1.255,0.028
2012/2/16 22:40,170.283,3.131,279.886,101900.96,1.256,0.025
2012/2/16 22:45,172.485,3.106,279.88,101900.048,1.256,0.023
2012/2/16 22:50,174.935,3.109,279.877,101900.96,1.256,0.023
2012/2/16 22:55,177.737,3.149,279.871,101902.8,1.256,0.027
2012/2/16 23:00,180.313,3.21,279.865,101902.8,1.256,0.033
2012/2/16 23:05,182.829,3.293,279.859,101903.712,1.256,0.041
2012/2/16 23:10,184.933,3.375,279.847,101903.712,1.256,0.049
2012/2/16 23:15,186.641,3.47,279.837,101905.536,1.256,0.058
2012/2/16 23:20,187.905,3.534,279.828,101904.624,1.256,0.064
2012/2/16 23:25,188.987,3.598,279.819,101904.624,1.256,0.07
2012/2/16 23:30,189.251,3.689,279.813,101905.536,1.256,0.079
2012/2/16 23:35,189.267,3.769,279.801,101901.88,1.256,0.087
2012/2/16 23:40,188.998,3.83,279.795,101898.216,1.256,0.092
2012/2/16 23:45,188.789,3.882,279.789,101895.472,1.256,0.097
2012/2/16 23:50,188.877,3.894,279.783,101892.728,1.256,0.099
2012/2/16 23:55,188.97,3.854,279.779,101889.064,1.256,0.095
2012/2/17 0:00,188.822,3.811,279.776,101888.152,1.256,0.091
2012/2/17 0:05,188.558,3.766,279.773,101889.064,1.255,0.086
2012/2/17 0:10,188.091,3.723,279.767,101887.224,1.255,0.082
2012/2/17 0:15,187.207,3.662,279.767,101885.4,1.255,0.076
2012/2/17 0:20,185.845,3.589,279.767,101882.648,1.255,0.069
2012/2/17 0:25,184.175,3.512,279.767,101881.736,1.255,0.062
2012/2/17 0:30,182.801,3.445,279.764,101878.992,1.255,0.055
2012/2/17 0:35,181.669,3.384,279.764,101875.328,1.255,0.05
2012/2/17 0:40,180.313,3.311,279.761,101871.664,1.254,0.042
2012/2/17 0:45,178.577,3.219,279.761,101868.0,1.254,0.034
2012/2/17 0:50,176.215,3.106,279.758,101866.168,1.254,0.023
2012/2/17 0:55,173.353,2.957,279.758,101863.424,1.254,0.01
2012/2/17 1:00,169.969,2.798,279.755,101860.68,1.254,0.008
2012/2/17 1:05,165.898,2.627,279.755,101857.928,1.253,0.007
2012/2/17 1:10,160.587,2.447,279.752,101853.352,1.253,0.005
2012/2/17 1:15,153.847,2.279,279.752,101847.856,1.253,0.003
2012/2/17 1:20,146.404,2.151,279.755,101843.28,1.253,0.001
2012/2/17 1:25,138.549,2.072,279.752,101838.704,1.252,0.0
2012/2/17 1:30,131.468,2.026,279.749,101835.048,1.252,0.0
2012/2/17 1:35,125.222,2.017,279.746,101831.384,1.252,0.0
2012/2/17 1:40,119.8,2.044,279.749,101828.632,1.252,0.0
2012/2/17 1:45,115.658,2.09,279.746,101824.968,1.251,0.001
2012/2/17 1:50,112.411,2.133,279.749,101823.144,1.251,0.001
2012/2/17 1:55,110.246,2.191,279.746,101819.48,1.251,0.002
2012/2/17 2:00,108.774,2.282,279.746,101816.736,1.251,0.003
2012/2/17 2:05,107.582,2.386,279.743,101810.32,1.251,0.004
2012/2/17 2:10,106.697,2.484,279.74,101802.088,1.25,0.005
2012/2/17 2:15,106.395,2.563,279.74,101794.76,1.25,0.006
2012/2/17 2:20,106.796,2.609,279.74,101788.352,1.25,0.006
2012/2/17 2:25,107.39,2.63,279.74,101781.024,1.25,0.007
2012/2/17 2:30,108.269,2.645,279.737,101773.704,1.25,0.007
2012/2/17 2:35,109.038,2.658,279.743,101769.128,1.249,0.007
2012/2/17 2:40,109.46,2.673,279.749,101765.464,1.249,0.007
2012/2/17 2:45,110.004,2.688,279.758,101759.968,1.249,0.007
2012/2/17 2:50,111.064,2.685,279.77,101757.216,1.249,0.007
2012/2/17 2:55,112.091,2.688,279.776,101751.728,1.249,0.007
2012/2/17 3:00,112.317,2.688,279.789,101745.32,1.248,0.007
2012/2/17 3:05,112.41,2.679,279.804,101740.744,1.248,0.007
2012/2/17 3:10,112.899,2.649,279.813,101733.416,1.248,0.007
2012/2/17 3:15,114.173,2.618,279.819,101727.008,1.248,0.006
2012/2/17 3:20,115.711,2.584,279.816,101721.512,1.248,0.006
2012/2/17 3:25,117.068,2.533,279.81,101716.024,1.247,0.005
2012/2/17 3:30,118.172,2.493,279.807,101710.528,1.247,0.005
2012/2/17 3:35,119.551,2.49,279.81,101706.864,1.247,0.005
2012/2/17 3:40,121.731,2.511,279.81,101705.952,1.247,0.005
2012/2/17 3:45,124.082,2.539,279.807,101704.12,1.248,0.005
2012/2/17 3:50,126.043,2.548,279.798,101701.376,1.248,0.006
2012/2/17 3:55,127.373,2.545,279.786,101696.8,1.248,0.006
2012/2/17 4:00,128.164,2.548,279.773,101694.96,1.248,0.006
2012/2/17 4:05,128.758,2.557,279.758,101692.216,1.248,0.006
2012/2/17 4:10,129.049,2.566,279.749,101689.472,1.248,0.006
2012/2/17 4:15,129.302,2.6,279.743,101685.808,1.247,0.006
2012/2/17 4:20,130.159,2.652,279.737,101682.152,1.247,0.007
2012/2/17 4:25,131.335,2.713,279.737,101680.312,1.247,0.007
2012/2/17 4:30,132.669,2.777,279.74,101675.736,1.247,0.008
2012/2/17 4:35,133.784,2.835,279.746,101672.08,1.247,0.009
2012/2/17 4:40,134.592,2.874,279.752,101669.328,1.247,0.009
2012/2/17 4:45,135.361,2.905,279.752,101666.576,1.247,0.009
2012/2/17 4:50,136.278,2.92,279.746,101663.832,1.247,0.01
2012/2/17 4:55,137.986,2.908,279.734,101660.168,1.247,0.01
2012/2/17 5:00,140.195,2.862,279.709,101654.68,1.247,0.009
2012/2/17 5:05,142.387,2.801,279.679,101650.104,1.247,0.008
2012/2/17 5:10,144.721,2.716,279.648,101647.352,1.247,0.007
2012/2/17 5:15,147.649,2.645,279.633,101642.776,1.248,0.007
2012/2/17 5:20,150.775,2.597,279.618,101639.12,1.248,0.006
2012/2/17 5:25,153.901,2.569,279.602,101637.28,1.248,0.006
2012/2/17 5:30,157.433,2.572,279.584,101635.456,1.248,0.006
2012/2/17 5:35,160.74,2.578,279.557,101630.872,1.249,0.006
2012/2/17 5:40,163.432,2.563,279.532,101627.208,1.249,0.006
2012/2/17 5:45,166.667,2.548,279.511,101625.384,1.249,0.006
2012/2/17 5:50,169.639,2.53,279.483,101621.72,1.249,0.005
2012/2/17 5:55,171.897,2.536,279.459,101618.968,1.25,0.005
2012/2/17 6:00,173.243,2.618,279.438,101616.224,1.25,0.006
2012/2/17 6:05,173.919,2.764,279.422,101614.392,1.25,0.008
2012/2/17 6:10,173.595,2.926,279.404,101609.816,1.25,0.01
2012/2/17 6:15,172.942,3.073,279.395,101605.24,1.25,0.019
2012/2/17 6:20,172.37,3.234,279.392,101600.664,1.25,0.035
2012/2/17 6:25,172.826,3.289,279.392,101593.336,1.249,0.04
2012/2/17 6:30,174.869,3.228,279.398,101586.928,1.249,0.034
2012/2/17 6:35,179.01,3.064,279.407,101581.44,1.249,0.018
2012/2/17 6:40,184.685,2.847,279.407,101575.936,1.249,0.009
2012/2/17 6:45,190.793,2.636,279.404,101571.368,1.249,0.007
2012/2/17 6:50,196.335,2.475,279.398,101565.864,1.25,0.005
2012/2/17 6:55,200.329,2.362,279.395,101560.376,1.25,0.004
2012/2/17 7:00,202.071,2.276,279.389,101555.8,1.25,0.003
2012/2/17 7:05,201.659,2.215,279.377,101552.136,1.25,0.002
2012/2/17 7:10,199.94,2.154,279.367,101545.728,1.25,0.001
2012/2/17 7:15,197.194,2.112,279.361,101540.232,1.25,0.001
2012/2/17 7:20,193.536,2.054,279.355,101532.912,1.25,0.0
2012/2/17 7:25,189.147,2.026,279.358,101527.416,1.25,0.0
2012/2/17 7:30,185.028,2.017,279.367,101521.92,1.25,0.0
2012/2/17 7:35,181.93,2.032,279.37,101515.512,1.25,0.0
2012/2/17 7:40,179.743,2.066,279.377,101510.024,1.249,0.0
2012/2/17 7:45,177.689,2.133,279.38,101505.448,1.249,0.001
2012/2/17 7:50,176.469,2.206,279.383,101499.04,1.249,0.002
2012/2/17 7:55,175.552,2.264,279.377,101494.464,1.249,0.003
2012/2/17 8:00,174.617,2.337,279.38,101488.96,1.249,0.003
2012/2/17 8:05,173.964,2.429,279.383,101486.216,1.249,0.004
2012/2/17 8:10,174.375,2.542,279.383,101485.304,1.248,0.006
2012/2/17 8:15,175.886,2.636,279.386,101484.384,1.248,0.007
2012/2/17 8:20,178.693,2.7,279.386,101483.472,1.248,0.007
2012/2/17 8:25,181.923,2.731,279.383,101482.552,1.248,0.008
2012/2/17 8:30,185.202,2.734,279.383,101480.728,1.249,0.008
2012/2/17 8:35,189.069,2.737,279.377,101477.976,1.249,0.008
2012/2/17 8:40,193.661,2.774,279.371,101474.312,1.249,0.008
2012/2/17 8:45,198.1,2.829,279.367,101470.648,1.249,0.009
2012/2/17 8:50,200.868,2.938,279.377,101466.992,1.249,0.01
2012/2/17 8:55,201.736,3.076,279.383,101462.416,1.249,0.02
2012/2/17 9:00,201.204,3.204,279.386,101458.752,1.249,0.032
2012/2/17 9:05,199.776,3.323,279.392,101453.256,1.249,0.043
2012/2/17 9:10,198.315,3.442,279.395,101449.592,1.249,0.055
2012/2/17 9:15,196.974,3.543,279.401,101443.184,1.249,0.064
2012/2/17 9:20,195.843,3.61,279.422,101435.856,1.248,0.071
2012/2/17 9:25,194.903,3.665,279.438,101430.368,1.248,0.076
2012/2/17 9:30,193.876,3.705,279.453,101423.04,1.248,0.08
2012/2/17 9:35,192.711,3.711,279.483,101413.888,1.247,0.08
2012/2/17 9:40,191.338,3.68,279.505,101405.648,1.247,0.077
2012/2/17 9:45,190.283,3.68,279.529,101399.24,1.247,0.077
2012/2/17 9:50,190.442,3.662,279.566,101391.0,1.246,0.075
2012/2/17 9:55,191.541,3.671,279.593,101382.76,1.246,0.076
2012/2/17 10:00,192.815,3.726,279.618,101376.352,1.246,0.081
2012/2/17 10:05,193.787,3.787,279.654,101368.112,1.245,0.087
2012/2/17 10:10,194.463,3.827,279.694,101360.792,1.245,0.091
2012/2/17 10:15,194.743,3.903,279.731,101351.632,1.245,0.098
2012/2/17 10:20,194.798,3.933,279.789,101344.304,1.244,0.101
2012/2/17 10:25,194.397,3.988,279.84,101336.984,1.244,0.107
2012/2/17 10:30,194.144,4.12,279.892,101327.832,1.243,0.129
2012/2/17 10:35,193.722,4.254,279.959,101315.92,1.243,0.151
2012/2/17 10:40,193.425,4.419,280.021,101306.768,1.242,0.178
2012/2/17 10:45,193.447,4.675,280.082,101296.696,1.241,0.22
2012/2/17 10:50,192.782,4.797,280.164,101285.712,1.24,0.24
2012/2/17 10:55,192.398,5.023,280.252,101277.472,1.239,0.28
2012/2/17 11:00,192.024,5.258,280.317,101268.312,1.238,0.334
2012/2/17 11:05,191.047,5.368,280.439,101260.08,1.237,0.359
2012/2/17 11:10,189.981,5.487,280.527,101251.832,1.236,0.387
2012/2/17 11:15,189.141,5.523,280.61,101241.768,1.236,0.395
2012/2/17 11:20,188.586,5.532,280.664,101230.784,1.235,0.397
2012/2/17 11:25,188.46,5.471,280.722,101222.536,1.235,0.382
2012/2/17 11:30,188.432,5.386,280.762,101215.208,1.234,0.362
2012/2/17 11:35,188.542,5.31,280.765,101206.976,1.234,0.345
2012/2/17 11:40,189.163,5.227,280.78,101198.736,1.234,0.326
2012/2/17 11:45,190.086,5.151,280.787,101190.496,1.234,0.308
2012/2/17 11:50,190.91,5.063,280.808,101183.168,1.234,0.287
